Diagnóstico principal (CIE10MC),Total Nacional,Comunidades y Ciudades Autónomas,Total
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,Castilla - la mancha,9278
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,Cataluña,57562
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,Comunitat valenciana,25708
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,Extremadura,4494
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,Galicia,18036
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,"Madrid, comunidad de",33503
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,"Murcia, región de",10204
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,"Navarra, comunidad foral de",2783
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,País vasco,14559
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,"Rioja, la",2036
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,Ceuta,689
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,TOTAL NACIONAL,Melilla,281
1002 Neumonía J12-J18,TOTAL NACIONAL,Andalucía,127621
1002 Neumonía J12-J18,TOTAL NACIONAL,Aragón,33155
1002 Neumonía J12-J18,TOTAL NACIONAL,"Asturias, principado de",28319
1002 Neumonía J12-J18,TOTAL NACIONAL,"Balears, illes",23104
1002 Neumonía J12-J18,TOTAL NACIONAL,Canarias,60387
1002 Neumonía J12-J18,TOTAL NACIONAL,Cantabria,8365
1002 Neumonía J12-J18,TOTAL NACIONAL,Castilla y león,63799
1002 Neumonía J12-J18,TOTAL NACIONAL,Castilla - la mancha,51934
1002 Neumonía J12-J18,TOTAL NACIONAL,Cataluña,172260
1002 Neumonía J12-J18,TOTAL NACIONAL,Comunitat valenciana,92599
1002 Neumonía J12-J18,TOTAL NACIONAL,Extremadura,29011
1002 Neumonía J12-J18,TOTAL NACIONAL,Galicia,71926
1002 Neumonía J12-J18,TOTAL NACIONAL,"Madrid, comunidad de",133783
1002 Neumonía J12-J18,TOTAL NACIONAL,"Murcia, región de",29400
1002 Neumonía J12-J18,TOTAL NACIONAL,"Navarra, comunidad foral de",10052
1002 Neumonía J12-J18,TOTAL NACIONAL,País vasco,35734
1002 Neumonía J12-J18,TOTAL NACIONAL,"Rioja, la",6859
1002 Neumonía J12-J18,TOTAL NACIONAL,Ceuta,1323
1002 Neumonía J12-J18,TOTAL NACIONAL,Melilla,1496
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Andalucía,59757
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Aragón,18433
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,"Asturias, principado de",10561
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,"Balears, illes",21603
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Canarias,27497
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Cantabria,2025
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Castilla y león,46435
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Castilla - la mancha,32660
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Cataluña,109660
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Comunitat valenciana,42945
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Extremadura,14454
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Galicia,57874
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,"Madrid, comunidad de",85006
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,"Murcia, región de",19525
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,"Navarra, comunidad foral de",4104
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,País vasco,21711
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,"Rioja, la",6687
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Ceuta,345
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,TOTAL NACIONAL,Melilla,296
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Andalucía,3585
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Aragón,738
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,"Asturias, principado de",189
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,"Balears, illes",609
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Canarias,1475
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Cantabria,259
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Castilla y león,2710
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Castilla - la mancha,1089
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Cataluña,3080
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Comunitat valenciana,3544
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Extremadura,995
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Galicia,3392
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,"Madrid, comunidad de",3939
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,"Murcia, región de",1040
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,"Navarra, comunidad foral de",728
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,País vasco,1455
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,"Rioja, la",250
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Ceuta,9
1004 Enfermedad crónica de amígdalas y adenoides J35,TOTAL NACIONAL,Melilla,37
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Andalucía,15921
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Aragón,3434
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,"Asturias, principado de",1867
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,"Balears, illes",2166
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Canarias,3753
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Cantabria,1062
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Castilla y león,8335
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Castilla - la mancha,3713
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Cataluña,12835
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Comunitat valenciana,8395
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Extremadura,3249
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Galicia,7529
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,"Madrid, comunidad de",12057
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,"Murcia, región de",3261
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,"Navarra, comunidad foral de",1496
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,País vasco,4853
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,"Rioja, la",539
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Ceuta,106
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",TOTAL NACIONAL,Melilla,116
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Andalucía,76052
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Aragón,28898
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,"Asturias, principado de",26050
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,"Balears, illes",28219
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Canarias,34964
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Cantabria,10815
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Castilla y león,54997
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Castilla - la mancha,34206
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Cataluña,199436
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Comunitat valenciana,63374
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Extremadura,15555
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Galicia,66333
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,"Madrid, comunidad de",153887
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,"Murcia, región de",26550
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,"Navarra, comunidad foral de",12490
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,País vasco,40329
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,"Rioja, la",7911
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Ceuta,547
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",TOTAL NACIONAL,Melilla,517
1007 Asma J45,TOTAL NACIONAL,Andalucía,12447
1007 Asma J45,TOTAL NACIONAL,Aragón,3679
1007 Asma J45,TOTAL NACIONAL,"Asturias, principado de",8020
1007 Asma J45,TOTAL NACIONAL,"Balears, illes",3459
1007 Asma J45,TOTAL NACIONAL,Canarias,4562
1007 Asma J45,TOTAL NACIONAL,Cantabria,1928
1007 Asma J45,TOTAL NACIONAL,Castilla y león,8185
1007 Asma J45,TOTAL NACIONAL,Castilla - la mancha,5019
1007 Asma J45,TOTAL NACIONAL,Cataluña,22878
1007 Asma J45,TOTAL NACIONAL,Comunitat valenciana,8221
1007 Asma J45,TOTAL NACIONAL,Extremadura,2245
1007 Asma J45,TOTAL NACIONAL,Galicia,13340
1007 Asma J45,TOTAL NACIONAL,"Madrid, comunidad de",19094
1007 Asma J45,TOTAL NACIONAL,"Murcia, región de",3713
1007 Asma J45,TOTAL NACIONAL,"Navarra, comunidad foral de",1475
1007 Asma J45,TOTAL NACIONAL,País vasco,8245
1007 Asma J45,TOTAL NACIONAL,"Rioja, la",773
1007 Asma J45,TOTAL NACIONAL,Ceuta,33
1007 Asma J45,TOTAL NACIONAL,Melilla,28
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Andalucía,160002
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Aragón,36266
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,"Asturias, principado de",45112
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,"Balears, illes",22900
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Canarias,108795
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Cantabria,15653
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Castilla y león,80574
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Castilla - la mancha,54035
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Cataluña,255575
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Comunitat valenciana,109569
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Extremadura,39125
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Galicia,101507
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,"Madrid, comunidad de",191379
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,"Murcia, región de",47347
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,"Navarra, comunidad foral de",14517
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,País vasco,55615
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,"Rioja, la",9131
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Ceuta,1594
1008 Otras enfermedades del aparato respiratorio J60-J99,TOTAL NACIONAL,Melilla,3024
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Andalucía,516166
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Aragón,108604
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,"Asturias, principado de",91955
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,"Balears, illes",79821
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Canarias,139824
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Cantabria,36498
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Castilla y león,209686
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Castilla - la mancha,153011
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Cataluña,585449
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Comunitat valenciana,319818
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Extremadura,82294
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Galicia,249873
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,"Madrid, comunidad de",434147
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,"Murcia, región de",109034
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,"Navarra, comunidad foral de",42643
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,País vasco,165740
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,"Rioja, la",27719
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Ceuta,3954
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95,TOTAL NACIONAL,Melilla,3938
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Andalucía,4327
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Aragón,478
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,"Asturias, principado de",232
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,"Balears, illes",567
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Canarias,681
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Cantabria,175
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Castilla y león,1456
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Castilla - la mancha,854
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Cataluña,2835
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Comunitat valenciana,1938
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Extremadura,425
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Galicia,1338
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,"Madrid, comunidad de",2488
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,"Murcia, región de",801
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,"Navarra, comunidad foral de",309
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,País vasco,999
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,"Rioja, la",167
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Ceuta,37
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,TOTAL NACIONAL,Melilla,23
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Andalucía,4836
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Aragón,1541
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,"Asturias, principado de",530
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,"Balears, illes",1058
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Canarias,1357
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Cantabria,387
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Castilla y león,2395
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Castilla - la mancha,1387
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Cataluña,6446
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Comunitat valenciana,3790
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Extremadura,556
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Galicia,2458
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,"Madrid, comunidad de",5284
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,"Murcia, región de",1122
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,"Navarra, comunidad foral de",400
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,País vasco,1869
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,"Rioja, la",264
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Ceuta,118
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",TOTAL NACIONAL,Melilla,10
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Andalucía,10142
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Aragón,1818
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,"Asturias, principado de",1415
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,"Balears, illes",1516
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Canarias,3333
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Cantabria,556
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Castilla y león,4005
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Castilla - la mancha,3600
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Cataluña,13209
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Comunitat valenciana,6770
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Extremadura,2032
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Galicia,3868
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,"Madrid, comunidad de",9071
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,"Murcia, región de",2620
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,"Navarra, comunidad foral de",603
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,País vasco,3553
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,"Rioja, la",549
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Ceuta,147
1103 Enfermedades del esófago K20-K23,TOTAL NACIONAL,Melilla,47
"1104 Úlcera gástrica, duodenal y péptica K25-K28",TOTAL NACIONAL,Andalucía,13085
"1104 Úlcera gástrica, duodenal y péptica K25-K28",TOTAL NACIONAL,Aragón,2920
